,apicalls
490,apicalls::landroid/content/intent.getchararrayextra
491,apicalls::landroid/content/intent.getcharextra
492,apicalls::landroid/content/intent.getcharsequencearrayextra
493,apicalls::landroid/content/intent.getcharsequencearraylistextra
494,apicalls::landroid/content/intent.getcharsequenceextra
495,apicalls::landroid/content/intent.getclipdata
496,apicalls::landroid/content/intent.getcomponent
497,apicalls::landroid/content/intent.getdata
498,apicalls::landroid/content/intent.getdatastring
499,apicalls::landroid/content/intent.getdoublearrayextra
500,apicalls::landroid/content/intent.getdoubleextra
501,apicalls::landroid/content/intent.getextra
502,apicalls::landroid/content/intent.getextras
503,apicalls::landroid/content/intent.getflags
504,apicalls::landroid/content/intent.getfloatarrayextra
505,apicalls::landroid/content/intent.getfloatextra
506,apicalls::landroid/content/intent.getintarrayextra
507,apicalls::landroid/content/intent.getintegerarraylistextra
508,apicalls::landroid/content/intent.getintentold
509,apicalls::landroid/content/intent.getintextra
510,apicalls::landroid/content/intent.getlongarrayextra
511,apicalls::landroid/content/intent.getlongextra
512,apicalls::landroid/content/intent.getpackage
513,apicalls::landroid/content/intent.getparcelablearrayextra
514,apicalls::landroid/content/intent.getparcelablearraylistextra
515,apicalls::landroid/content/intent.getparcelableextra
516,apicalls::landroid/content/intent.getscheme
517,apicalls::landroid/content/intent.getselector
518,apicalls::landroid/content/intent.getserializableextra
519,apicalls::landroid/content/intent.getshortarrayextra
520,apicalls::landroid/content/intent.getshortextra
521,apicalls::landroid/content/intent.getsourcebounds
522,apicalls::landroid/content/intent.getstringarrayextra
523,apicalls::landroid/content/intent.getstringarraylistextra
524,apicalls::landroid/content/intent.getstringextra
525,apicalls::landroid/content/intent.gettype
526,apicalls::landroid/content/intent.hascategory
527,apicalls::landroid/content/intent.hasextra
528,apicalls::landroid/content/intent.hasfiledescriptors
529,apicalls::landroid/content/intent.makemainactivity
530,apicalls::landroid/content/intent.makemainselectoractivity
531,apicalls::landroid/content/intent.makerestartactivitytask
532,apicalls::landroid/content/intent.normalizemimetype
533,apicalls::landroid/content/intent.parseintent
534,apicalls::landroid/content/intent.parseuri
535,apicalls::landroid/content/intent.putcharsequencearraylistextra
536,apicalls::landroid/content/intent.putextra
537,apicalls::landroid/content/intent.putextras
538,apicalls::landroid/content/intent.putintegerarraylistextra
539,apicalls::landroid/content/intent.putparcelablearraylistextra
540,apicalls::landroid/content/intent.putstringarraylistextra
541,apicalls::landroid/content/intent.removecategory
542,apicalls::landroid/content/intent.removeextra
543,apicalls::landroid/content/intent.replaceextras
544,apicalls::landroid/content/intent.resolveactivity
545,apicalls::landroid/content/intent.resolveactivityinfo
546,apicalls::landroid/content/intent.resolvetypeifneeded
547,apicalls::landroid/content/intent.setaction
548,apicalls::landroid/content/intent.setclass
549,apicalls::landroid/content/intent.setclassname
550,apicalls::landroid/content/intent.setclipdata
551,apicalls::landroid/content/intent.setcomponent
552,apicalls::landroid/content/intent.setdata
553,apicalls::landroid/content/intent.setdataandnormalize
554,apicalls::landroid/content/intent.setdataandtype
555,apicalls::landroid/content/intent.setdataandtypeandnormalize
556,apicalls::landroid/content/intent.setextrasclassloader
557,apicalls::landroid/content/intent.setflags
558,apicalls::landroid/content/intent.setpackage
559,apicalls::landroid/content/intent.setselector
560,apicalls::landroid/content/intent.setsourcebounds
561,apicalls::landroid/content/intent.settype
562,apicalls::landroid/content/intent.settypeandnormalize
563,apicalls::landroid/content/intent.touri
564,apicalls::landroid/content/intent.writetoparcel
565,apicalls::landroid/content/intentfilter.actionsiterator
566,apicalls::landroid/content/intentfilter.addaction
567,apicalls::landroid/content/intentfilter.addcategory
568,apicalls::landroid/content/intentfilter.adddataauthority
569,apicalls::landroid/content/intentfilter.adddatapath
570,apicalls::landroid/content/intentfilter.adddatascheme
571,apicalls::landroid/content/intentfilter.authoritiesiterator
572,apicalls::landroid/content/intentfilter.countactions
573,apicalls::landroid/content/intentfilter.countcategories
574,apicalls::landroid/content/intentfilter.countdataauthorities
575,apicalls::landroid/content/intentfilter.countdatapaths
576,apicalls::landroid/content/intentfilter.countdataschemespecificparts
577,apicalls::landroid/content/intentfilter.getaction
578,apicalls::landroid/content/intentfilter.getcategory
579,apicalls::landroid/content/intentfilter.getdatapath
580,apicalls::landroid/content/intentfilter.getpriority
581,apicalls::landroid/content/intentfilter.hasaction
582,apicalls::landroid/content/intentfilter.hascategory
583,apicalls::landroid/content/intentfilter.hasdatatype
584,apicalls::landroid/content/intentfilter.match
585,apicalls::landroid/content/intentfilter.matchaction
586,apicalls::landroid/content/intentfilter.matchcategories
587,apicalls::landroid/content/intentfilter.readfromxml
588,apicalls::landroid/content/intentfilter.schemesiterator
589,apicalls::landroid/content/intentfilter.schemespecificpartsiterator
590,apicalls::landroid/content/intentfilter.setpriority
591,apicalls::landroid/content/intentsender.readintentsenderornullfromparcel
592,apicalls::landroid/content/intentsender.sendintent
593,apicalls::landroid/content/intentsender.writetoparcel
594,apicalls::landroid/content/loader.cancelload
595,apicalls::landroid/content/loader.datatostring
596,apicalls::landroid/content/loader.deliverresult
597,apicalls::landroid/content/loader.dump
598,apicalls::landroid/content/loader.forceload
599,apicalls::landroid/content/loader.getid
600,apicalls::landroid/content/loader.isabandoned
601,apicalls::landroid/content/loader.isreset
602,apicalls::landroid/content/loader.isstarted
603,apicalls::landroid/content/loader.onforceload
604,apicalls::landroid/content/loader.registerlistener
605,apicalls::landroid/content/loader.reset
606,apicalls::landroid/content/loader.startloading
607,apicalls::landroid/content/loader.stoploading
608,apicalls::landroid/content/loader.takecontentchanged
609,apicalls::landroid/content/loader.unregisterlistener
610,apicalls::landroid/content/locusid.getid
611,apicalls::landroid/content/mutablecontextwrapper.getbasecontext
612,apicalls::landroid/content/mutablecontextwrapper.getresources
613,apicalls::landroid/content/mutablecontextwrapper.registerreceiver
614,apicalls::landroid/content/mutablecontextwrapper.setbasecontext
615,apicalls::landroid/content/mutablecontextwrapper.unregisterreceiver
616,apicalls::landroid/content/operationapplicationexception.getmessage
617,apicalls::landroid/content/operationapplicationexception.printstacktrace
618,apicalls::landroid/content/pm/activityinfo.geticonresource
619,apicalls::landroid/content/pm/activityinfo.getthemeresource
620,apicalls::landroid/content/pm/activityinfo.isenabled
621,apicalls::landroid/content/pm/activityinfo.loadlabel
622,apicalls::landroid/content/pm/activityinfo.loadxmlmetadata
623,apicalls::landroid/content/pm/activityinfo.writetoparcel
624,apicalls::landroid/content/pm/apkchecksum.gettype
625,apicalls::landroid/content/pm/apkchecksum.getvalue
626,apicalls::landroid/content/pm/applicationinfo.dump
627,apicalls::landroid/content/pm/applicationinfo.loaddescription
628,apicalls::landroid/content/pm/applicationinfo.loadicon
629,apicalls::landroid/content/pm/applicationinfo.loadlabel
630,apicalls::landroid/content/pm/applicationinfo.loadlogo
631,apicalls::landroid/content/pm/applicationinfo.writetoparcel
632,apicalls::landroid/content/pm/changedpackages.getpackagenames
633,apicalls::landroid/content/pm/changedpackages.getsequencenumber
634,apicalls::landroid/content/pm/componentinfo.geticonresource
635,apicalls::landroid/content/pm/componentinfo.isenabled
636,apicalls::landroid/content/pm/componentinfo.loadlabel
637,apicalls::landroid/content/pm/configurationinfo.getglesversion
638,apicalls::landroid/content/pm/featureinfo.getglesversion
639,apicalls::landroid/content/pm/labeledintent.setclassname
640,apicalls::landroid/content/pm/labeledintent.setpackage
641,apicalls::landroid/content/pm/launcheractivityinfo.getapplicationinfo
642,apicalls::landroid/content/pm/launcheractivityinfo.getbadgedicon
643,apicalls::landroid/content/pm/launcheractivityinfo.getcomponentname
644,apicalls::landroid/content/pm/launcheractivityinfo.getfirstinstalltime
645,apicalls::landroid/content/pm/launcheractivityinfo.geticon
646,apicalls::landroid/content/pm/launcheractivityinfo.getlabel
647,apicalls::landroid/content/pm/launcheractivityinfo.getuser
648,apicalls::landroid/content/pm/launcherapps.getactivitylist
649,apicalls::landroid/content/pm/launcherapps.getshortcuticondrawable
650,apicalls::landroid/content/pm/launcherapps.isactivityenabled
651,apicalls::landroid/content/pm/launcherapps.ispackageenabled
652,apicalls::landroid/content/pm/launcherapps.registercallback
653,apicalls::landroid/content/pm/launcherapps.resolveactivity
654,apicalls::landroid/content/pm/launcherapps.startappdetailsactivity
655,apicalls::landroid/content/pm/launcherapps.startmainactivity
656,apicalls::landroid/content/pm/launcherapps.unregistercallback
657,apicalls::landroid/content/pm/packageinfo.getlongversioncode
658,apicalls::landroid/content/pm/packageinfo.writetoparcel
659,apicalls::landroid/content/pm/packageinstaller.getallsessions
660,apicalls::landroid/content/pm/packageinstaller.getsessioninfo
661,apicalls::landroid/content/pm/packageinstaller.registersessioncallback
662,apicalls::landroid/content/pm/packageinstaller.unregistersessioncallback
663,apicalls::landroid/content/pm/packageiteminfo.loadicon
664,apicalls::landroid/content/pm/packageiteminfo.loadlabel
665,apicalls::landroid/content/pm/packageiteminfo.loadxmlmetadata
666,apicalls::landroid/content/pm/packagemanager.addpackagetopreferred
667,apicalls::landroid/content/pm/packagemanager.addpermission
668,apicalls::landroid/content/pm/packagemanager.addpermissionasync
669,apicalls::landroid/content/pm/packagemanager.addpreferredactivity
670,apicalls::landroid/content/pm/packagemanager.canonicaltocurrentpackagenames
671,apicalls::landroid/content/pm/packagemanager.canrequestpackageinstalls
672,apicalls::landroid/content/pm/packagemanager.checkpermission
673,apicalls::landroid/content/pm/packagemanager.checksignatures
674,apicalls::landroid/content/pm/packagemanager.clearinstantappcookie
675,apicalls::landroid/content/pm/packagemanager.clearpackagepreferredactivities
676,apicalls::landroid/content/pm/packagemanager.currenttocanonicalpackagenames
677,apicalls::landroid/content/pm/packagemanager.extendverificationtimeout
678,apicalls::landroid/content/pm/packagemanager.getactivitybanner
679,apicalls::landroid/content/pm/packagemanager.getactivityicon
680,apicalls::landroid/content/pm/packagemanager.getactivityinfo
681,apicalls::landroid/content/pm/packagemanager.getactivitylogo
682,apicalls::landroid/content/pm/packagemanager.getallpermissiongroups
683,apicalls::landroid/content/pm/packagemanager.getapplicationbanner
684,apicalls::landroid/content/pm/packagemanager.getapplicationenabledsetting
685,apicalls::landroid/content/pm/packagemanager.getapplicationicon
686,apicalls::landroid/content/pm/packagemanager.getapplicationinfo
687,apicalls::landroid/content/pm/packagemanager.getapplicationlabel
688,apicalls::landroid/content/pm/packagemanager.getapplicationlogo
689,apicalls::landroid/content/pm/packagemanager.getchangedpackages
690,apicalls::landroid/content/pm/packagemanager.getcomponentenabledsetting
691,apicalls::landroid/content/pm/packagemanager.getdefaultactivityicon
692,apicalls::landroid/content/pm/packagemanager.getdrawable
693,apicalls::landroid/content/pm/packagemanager.getinstalledapplications
694,apicalls::landroid/content/pm/packagemanager.getinstalledpackages
695,apicalls::landroid/content/pm/packagemanager.getinstallerpackagename
696,apicalls::landroid/content/pm/packagemanager.getinstantappcookie
697,apicalls::landroid/content/pm/packagemanager.getinstantappcookiemaxbytes
698,apicalls::landroid/content/pm/packagemanager.getinstrumentationinfo
699,apicalls::landroid/content/pm/packagemanager.getlaunchintentforpackage
700,apicalls::landroid/content/pm/packagemanager.getleanbacklaunchintentforpackage
701,apicalls::landroid/content/pm/packagemanager.getnameforuid
702,apicalls::landroid/content/pm/packagemanager.getpackagearchiveinfo
703,apicalls::landroid/content/pm/packagemanager.getpackagegids
704,apicalls::landroid/content/pm/packagemanager.getpackageinfo
705,apicalls::landroid/content/pm/packagemanager.getpackageinstaller
706,apicalls::landroid/content/pm/packagemanager.getpackagesforuid
707,apicalls::landroid/content/pm/packagemanager.getpackagesholdingpermissions
708,apicalls::landroid/content/pm/packagemanager.getpackageuid
709,apicalls::landroid/content/pm/packagemanager.getpermissiongroupinfo
710,apicalls::landroid/content/pm/packagemanager.getpermissioninfo
711,apicalls::landroid/content/pm/packagemanager.getpreferredactivities
712,apicalls::landroid/content/pm/packagemanager.getpreferredpackages
713,apicalls::landroid/content/pm/packagemanager.getproviderinfo
714,apicalls::landroid/content/pm/packagemanager.getreceiverinfo
715,apicalls::landroid/content/pm/packagemanager.getresourcesforactivity
716,apicalls::landroid/content/pm/packagemanager.getresourcesforapplication
717,apicalls::landroid/content/pm/packagemanager.getserviceinfo
718,apicalls::landroid/content/pm/packagemanager.getsharedlibraries
719,apicalls::landroid/content/pm/packagemanager.getsystemavailablefeatures
720,apicalls::landroid/content/pm/packagemanager.getsystemsharedlibrarynames
721,apicalls::landroid/content/pm/packagemanager.gettext
722,apicalls::landroid/content/pm/packagemanager.getuserbadgeddrawablefordensity
